id,restaurant_id,star,comment
133,73.0,4.0,"['포장', '맛있음']"
134,73.0,2.0,"['예전', '친절했는데', '일단', '친절', '서빙', '아줌마', '전부', '중국인', '싫은', '툭툭', '만하', '느낌', '이번', '실망하고']"
135,73.0,5.0,['맛있어요']
136,73.0,5.0,"['맛있어요', '많고', '공기', '마리', '충분히', '배부르네요']"
137,73.0,5.0,"['방문', '가면', '최고']"
138,73.0,4.0,"['게장', '맛있음', '식당', '조용하고', '엄숙함']"
139,73.0,2.0,"['괞찮은데', '인분', '예약']"
140,73.0,5.0,"['게장', '무조건']"
141,73.0,5.0,"['예약', '자주']"
142,73.0,5.0,"['인생', '간장게장']"
143,73.0,4.0,"['게장', '고소한거는', '반찬', '하나', '하나', '맛있지만', '비싸서']"
144,73.0,1.0,"['딱지', '메인', '비림', '포기']"
145,73.0,5.0,"['박수', '쫙쫙']"
146,73.0,5.0,['맛있어용']
147,73.0,1.0,"['건너', '아현동', '와중', '가격']"
148,73.0,4.0,"['맛있다', '개취', '맛있다', '다른', '간장게장', '다시', '만큼', '맛있다', '비싸다', '와중', '가격', '비싸서', '맛있다', '반찬', '맛있음']"
149,73.0,5.0,"['간장게장', '많고', '맛있습니다']"
150,73.0,1.0,"['인분', '달기', '그닥', '예약', '아님', '교대역', '미네', '게장', '금은', '폐업', '리필집', '만족도', '높앗음']"
151,73.0,4.0,['맛있단다']
152,73.0,2.0,['아님']
153,73.0,5.0,"['최고', '입니다', '하루', '예약']"
154,73.0,4.0,"['포장', '맛있는듯', '가격', '비쌈']"
155,73.0,5.0,['맛있음']
156,73.0,1.0,"['가장', '맛있었습니다', '신선하구요', '알도', '있구요', '감태', '김이랑', '입도', '맛있었구요', '계산', '아무렇지', '아닙니다', '예약', '가격', '그래', '맛있게', '괜춘', '아니라', '비싼데', '이정', '특별하게', '맛있는', '아닙니다', '오히려', '기대', '그런지', '평범하며', '특별한게', '있다면', '게장', '감태']"
157,73.0,2.0,"['가격', '대비', '좋았던', '맛집', '가격', '모로', '메리트', '이상', '예약', '방문', '청양고추', '좋지만', '가격', '메리트', '없는데', '게장', '하루', '같은', '공기밥', '방문', '의사', '없음']"
158,73.0,5.0,"['비싼지', '간장게장', '맛있음']"
159,73.0,4.0,"['간장게장', '맛있다', '한약재', '냄새', '좋다', '반찬', '편이', '감태', '누룽지', '비싼', '다른', '게장', '맛집', '비교', '비싼', '편도', '아님']"
160,73.0,2.0,['비쌈']
161,73.0,1.0,"['사람', '다르겠지만', '원래', '신맛', '나나', '아니면', '오래된', '가요', '개인', '짠맛', '강한거보단', '깔끔한', '좋아하는데', '신맛', '안나', '직원', '불친절하고', '반찬', '미리', '셋팅해놔', '말라', '예약', '달이', '음식', '아닌', '정말', '간장게장', '지금', '당장', '같다', '가게', '식당', '없다', '같아요', '기대하고', '간탓', '있는듯', '솔직히', '번은', '가게']"
162,73.0,1.0,"['예약', '전화할', '불친절해요', '무슨', '사람', '아니고', '취급', '전화하냐는', '말투', '바빠서', '런가', '이해', '사람', '없는', '시간', '전화해도', '짜증', '가격', '대비', '없는데', '손님', '취급']"
163,73.0,4.0,"['있는데', '게장', '그러하듯', '비쌈']"
164,73.0,3.0,"['명절', '음식', '포장', '기대', '커서', '그런지', '실망', '가니쉬', '없어서', '런가', '배달', '잘못', '런가', '어떤', '포인트', '미슐랭', '가이드', '궁금하다', '다시', '보기', '가격', '만만', '찮다']"
165,73.0,4.0,"['비리', '실하게', '맛있다', '가격', '부담스럽다', '게장', '정식', '인분', '개월', '한번', '라면']"
166,73.0,5.0,"['비리', '딱지', '참기름', '달라', '하자', '하루', '포장', '가능', '예약', '필수']"
167,73.0,5.0,[]
168,73.0,5.0,['필요할까']
169,73.0,5.0,"['사진', '인분', '입니다', '뭐해', '곱니다', '비싸다곤', '가격', '같네요', '미들급', '스시', '겉멋', '식당', '많은데', '여기', '생각', '좋을듯']"
170,73.0,5.0,"['비싸지만', '맛있음']"
171,73.0,2.0,[]
172,73.0,4.0,[]
173,73.0,4.0,['간장게장']
174,73.0,5.0,"['어쩜', '그대로']"
175,73.0,1.0,['간장게장']
176,73.0,5.0,"['서산', '간장게장', '강추']"
177,73.0,3.0,"['간장게장', '맛있지만', '가격']"
178,73.0,4.0,"['간이', '적당한', '간장게장', '서비스', '훌륭하다']"
179,73.0,4.0,['간장게장']
180,73.0,4.0,['인분']
181,73.0,3.0,"['솔직히', '실망함', '기대했나']"
182,73.0,5.0,"['간장게장', '정식', '짱짱', '밑반찬', '맛있다', '유명한지', '일본인', '중국인', '많다', '예약', '필수']"
183,73.0,5.0,"['간장게장', '간장게장', '좋아한다면', '이슬람교', '메카', '같은', '성지순례']"
184,195.0,5.0,"['맛있어요', '비주', '좋아요']"
185,195.0,5.0,"['맛있어서', '정육면체', '맛있어용']"
186,195.0,1.0,"['직원', '싫은', '얼굴', '안내', '턱턱', '서빙', '웨이', '같은데', '미슐랭', '거지', '실망하고']"
187,195.0,5.0,"['시즌', '메뉴', '맛있네요', '맑은', '국물', '시원하고', '간도', '적당해요']"
188,195.0,3.0,"['그래요', '유명한지', '불친절']"
189,195.0,5.0,"['주말', '웨이', '우육', '유린', '맛있어요']"
190,195.0,3.0,"['평범해요', '웨이', '있으면']"
191,195.0,3.0,"['평범하고요', '친절하진', '웨이', '없진', '굳이', '번은', '같아요']"
192,195.0,3.0,"['탄탄', '유린']"
193,195.0,5.0,"['신촌역', '출구', '가깝고', '분위', '일식', '포차', '분위기', '젊음', '명소']"
194,195.0,4.0,"['맛있는데', '조금', '아주', '만족']"
195,195.0,4.0,"['맛있습니다', '아쉽게도', '다시', '입니다', '유린', '부드럽', '취향', '아닙니다']"
196,195.0,5.0,['맛있어요']
197,195.0,5.0,"['특색', '있고', '맛있어요', '고기', '풍부하고', '든든하네요', '맑은', '면도', '맛있게', '다음']"
198,195.0,5.0,"['맛있어요', '특이하고', '맛있는', '메뉴', '가게', '시원해서', '좋아요']"
